dates,RG_BISH05_mm,RG_BISH12_mm,RG_DEL0103_mm,RG_KID1316_mm,RG_KID46_mm,RG_MEL05_mm,RG_MEL14_mm,RG_NASE0104_mm,RG_NASE05i_mm,RG_NEWS1920_mm
2023-10-01,0,0,0,0,0,0,0,0,0,0
2023-10-02,14,19,16,12,14,17,13,17,17,21
2023-10-03,1,1,3,7,10,3,3,3,3,4
2023-10-04,0,0,2,0,0,2,2,0,0,0
2023-10-05,0,1,0,0,0,0,1,0,0,0
2023-10-06,0,0,0,0,0,0,0,0,0,0
2023-10-07,0,0,0,0,0,0,0,0,0,0
2023-10-08,0,0,0,0,0,0,0,0,0,0
2023-10-09,7,9,5,3,7,5,5,6,6,18
2023-10-10,16,16,19,14,13,17,15,17,17,24
2023-10-11,12,12,14,19,19,14,12,14,14,16
2023-10-12,0,0,0,1,1,0,0,0,0,0
2023-10-13,8,9,9,1,1,8,7,8,8,10
2023-10-14,8,7,4,1,3,5,5,7,7,12
2023-10-15,2,3,2,0,1,1,2,4,4,6
2023-10-16,9,9,12,9,9,10,10,13,13,19
2023-10-17,4,4,6,1,2,5,6,1,1,13
2023-10-18,0,0,0,0,0,0,0,0,0,0
2023-10-19,0,0,0,0,0,0,0,0,0,0
2023-10-20,1,1,0,0,0,0,1,0,0,0
2023-10-21,1,1,0,0,3,1,1,0,0,6
2023-10-22,0,0,0,0,1,0,0,3,3,0
2023-10-23,2,1,0,1,1,0,0,0,0,3
2023-10-24,18,18,13,12,13,13,17,19,19,23
2023-10-25,2,3,7,9,9,4,3,7,7,11
2023-10-26,1,0,0,0,2,0,0,0,0,3
2023-10-27,0,0,0,0,0,0,0,0,0,0
2023-10-28,0,0,0,0,0,0,0,0,0,0
2023-10-29,0,0,0,0,0,0,0,0,0,0
2023-10-30,0,0,0,0,0,0,0,0,0,0
2023-10-31,0,0,0,0,0,0,0,0,0,0
2023-11-01,10,10,9,9,10,9,9,12,12,12
2023-11-02,18,19,17,8,12,19,19,19,19,24
2023-11-03,9,8,8,7,6,9,9,9,9,16
2023-11-04,13,11,15,13,16,14,14,9,9,22
2023-11-05,9,9,8,6,5,9,8,12,12,20
2023-11-06,20,19,19,18,21,19,19,23,23,24
2023-11-07,7,6,4,13,14,6,5,9,9,12
2023-11-08,1,0,0,14,1,0,0,0,0,0
2023-11-09,8,7,7,24,6,7,8,9,6,14
2023-11-10,20,22,15,24,24,15,16,16,13,24
2023-11-11,15,15,16,24,24,16,17,12,11,19
2023-11-12,10,10,8,24,24,9,8,12,11,10
2023-11-13,1,1,14,24,24,2,2,2,3,1
2023-11-14,0,0,24,24,24,0,0,0,0,0
2023-11-15,0,0,24,24,24,0,0,0,0,0
2023-11-16,0,0,24,24,24,0,1,0,0,0
2023-11-17,1,0,24,24,24,0,0,0,0,0
2023-11-18,6,6,24,24,24,6,6,8,7,7
2023-11-19,13,12,24,24,24,8,11,8,8,12
2023-11-20,0,0,24,24,24,0,0,0,0,0
2023-11-21,7,7,24,24,24,6,6,8,6,6
2023-11-22,1,1,24,24,24,2,1,3,3,1
2023-11-23,0,0,24,24,24,0,1,0,0,0
2023-11-24,1,0,24,24,24,0,0,1,0,0
2023-11-25,0,0,24,24,24,0,1,0,0,0
2023-11-26,0,0,24,24,24,0,0,0,0,0
2023-11-27,0,0,24,24,24,0,1,0,0,1
2023-11-28,0,0,24,24,24,0,1,0,0,0
2023-11-29,0,0,24,24,24,1,1,0,0,0
2023-11-30,6,5,24,24,24,5,6,8,7,7
2023-12-01,19,15,24,24,24,17,20,16,15,17
2023-12-02,11,11,24,24,24,8,10,9,12,10
2023-12-03,9,9,24,24,24,9,9,11,10,10
2023-12-04,22,22,24,24,24,20,20,21,21,22
2023-12-05,21,21,24,24,24,23,21,22,22,20
2023-12-06,1,2,24,24,24,1,1,9,7,3
2023-12-07,14,10,24,24,24,15,14,15,16,13
2023-12-08,4,5,9,24,24,5,6,4,5,3
2023-12-09,16,16,0,24,24,15,15,17,16,17
2023-12-10,19,19,0,24,24,15,16,13,15,14
2023-12-11,1,1,0,24,24,3,4,1,1,2
2023-12-12,0,0,0,24,24,0,0,0,0,0
2023-12-13,0,0,0,11,24,0,0,0,0,0
2023-12-14,7,6,0,4,8,7,7,9,8,4
2023-12-15,0,0,0,0,0,1,2,0,0,0
2023-12-16,0,0,0,0,0,0,1,0,0,0
2023-12-17,0,0,0,0,0,0,0,0,0,0
2023-12-18,9,9,0,1,1,12,13,8,8,11
2023-12-19,11,12,0,7,5,6,6,13,13,11
2023-12-20,0,1,0,1,0,1,1,0,0,1
2023-12-21,1,1,0,0,0,1,1,1,1,0
2023-12-22,15,15,10,10,11,10,11,15,15,13
2023-12-23,0,1,0,0,0,1,1,2,2,1
2023-12-24,2,2,2,0,0,3,5,6,6,3
2023-12-25,17,19,16,12,13,16,17,16,16,18
2023-12-26,8,7,7,2,2,5,8,5,5,6
2023-12-27,5,4,4,3,2,3,3,9,9,7
2023-12-28,16,14,17,2,2,13,16,14,14,15
2023-12-29,6,4,7,0,0,5,7,8,8,4
2023-12-30,14,10,7,10,11,3,6,12,12,10
2023-12-31,1,1,1,1,3,1,2,1,1,1
2024-01-01,0,0,0,0,0,0,0,0,0,0
2024-01-02,11,9,10,7,5,10,11,9,9,10
2024-01-03,10,10,8,10,13,9,10,12,12,10
2024-01-04,10,10,7,8,7,9,8,14,14,10
2024-01-05,10,10,10,8,10,10,9,9,9,13
2024-01-06,19,21,9,14,13,12,16,23,23,23
2024-01-07,2,0,0,5,12,1,1,10,10,1
2024-01-08,21,21,20,17,16,20,20,21,21,22
2024-01-09,20,18,20,24,19,20,20,19,19,18
2024-01-10,15,15,14,3,0,13,15,15,15,14
2024-01-11,11,10,8,14,0,9,7,15,15,11
2024-01-12,0,0,0,6,0,0,0,0,0,0
2024-01-13,0,0,0,0,0,0,0,0,0,0
2024-01-14,0,0,0,0,0,0,0,3,3,0
2024-01-15,0,0,0,0,0,0,0,1,1,0
2024-01-16,5,3,5,0,6,4,5,6,6,6
2024-01-17,13,14,6,16,19,9,10,13,14,13
2024-01-18,19,20,20,20,22,20,20,12,18,20
2024-01-19,5,5,11,1,2,7,7,2,4,5
2024-01-20,8,7,8,6,1,6,6,9,9,7
2024-01-21,20,18,14,16,12,17,19,24,22,20
2024-01-22,16,16,13,15,14,15,13,17,17,14
2024-01-23,15,14,5,13,12,6,7,11,12,11
2024-01-24,13,14,15,1,11,15,17,19,19,18
2024-01-25,20,20,20,1,10,20,20,18,19,20
2024-01-26,12,12,8,6,8,9,10,15,13,12
2024-01-27,21,20,18,13,14,19,19,22,21,22
2024-01-28,15,15,8,5,6,11,10,15,13,12
2024-01-29,2,2,0,0,0,0,1,1,1,1
2024-01-30,6,4,6,3,3,4,4,5,4,5
2024-01-31,12,9,15,0,1,9,14,14,13,10
2024-02-01,5,5,4,1,0,5,6,1,3,6
2024-02-02,7,7,4,0,3,3,5,2,3,8
2024-02-03,0,0,1,0,0,1,1,0,0,0
2024-02-04,0,0,0,0,0,0,0,0,0,0
2024-02-05,10,9,10,13,14,10,10,11,10,8
2024-02-06,2,2,2,14,15,2,1,5,4,1
2024-02-07,1,1,0,1,1,0,1,3,5,0
2024-02-08,2,2,0,8,8,0,1,8,8,4
2024-02-09,5,5,2,6,6,1,1,5,4,5
2024-02-10,0,0,0,0,0,0,1,0,0,0
2024-02-11,20,20,14,10,10,19,17,17,18,19
2024-02-12,10,10,7,11,11,9,10,11,9,10
2024-02-13,0,0,1,0,0,0,1,0,0,0
2024-02-14,8,6,6,7,2,5,6,8,9,8
2024-02-15,12,6,9,8,5,5,4,3,5,12
2024-02-16,0,0,5,0,0,0,1,1,0,1
2024-02-17,13,13,12,2,0,12,10,19,21,12
2024-02-18,13,10,4,9,7,3,9,16,13,8
2024-02-19,7,8,5,7,4,6,6,8,9,8
2024-02-20,10,10,10,9,8,9,9,11,12,10
2024-02-21,19,17,13,14,21,13,15,15,13,17
2024-02-22,4,3,0,1,24,1,3,3,0,2
2024-02-23,0,0,0,0,24,0,1,0,1,0
2024-02-24,8,9,2,1,24,4,6,6,5,9
2024-02-25,20,20,15,12,24,19,18,19,19,19
2024-02-26,8,8,7,13,24,6,10,14,12,11
2024-02-27,18,18,11,3,24,12,14,19,16,17
2024-02-28,23,24,24,22,24,23,24,24,24,23
2024-02-29,19,20,20,15,24,18,18,18,18,19
2024-03-01,13,13,11,9,24,9,15,17,14,17
2024-03-02,15,11,11,3,24,10,14,16,14,17
2024-03-03,20,9,16,4,24,15,13,18,16,22
2024-03-04,6,12,15,9,24,9,8,10,9,12
2024-03-05,2,1,1,2,24,0,3,2,1,2
2024-03-06,0,0,0,0,24,0,0,0,0,0
2024-03-07,0,0,0,0,24,0,0,0,0,0
2024-03-08,3,3,2,0,24,2,4,1,1,3
2024-03-09,16,16,13,2,24,13,14,14,13,18
2024-03-10,20,21,17,16,24,17,17,17,17,21
2024-03-11,16,17,15,9,24,13,14,16,16,17
2024-03-12,11,12,10,16,24,13,11,14,13,11
2024-03-13,6,6,0,24,24,0,0,1,0,0
2024-03-14,0,0,0,24,24,0,0,0,0,0
2024-03-15,0,0,0,24,24,0,0,0,0,0
2024-03-16,0,0,0,24,24,0,0,0,0,0
2024-03-17,0,0,0,24,24,0,0,0,0,0
2024-03-18,0,0,0,24,24,0,0,0,0,0
2024-03-19,0,0,0,24,24,0,0,0,1,0
2024-03-20,5,5,7,24,24,2,6,13,14,4
2024-03-21,9,9,4,24,24,4,5,13,12,9
2024-03-22,9,9,6,24,24,7,8,10,9,8
2024-03-23,5,5,6,24,24,10,12,3,6,5
2024-03-24,0,0,2,24,24,3,2,5,6,0
2024-03-25,10,9,8,24,24,8,10,9,12,8
2024-03-26,8,5,4,24,24,2,8,3,4,8
2024-03-27,16,16,17,24,24,19,19,17,15,17
2024-03-28,20,19,18,24,24,16,17,19,19,20
2024-03-29,4,5,3,24,24,3,4,5,4,4
2024-03-30,0,0,0,24,24,0,0,0,0,0
2024-03-31,0,0,0,24,24,0,0,0,0,0
2024-04-01,0,0,0,24,24,0,0,0,0,0
2024-04-02,6,7,3,24,24,4,5,5,5,6
2024-04-03,4,4,7,24,24,7,7,4,5,3
2024-04-04,1,0,3,24,24,2,2,0,0,1
2024-04-05,1,1,0,24,24,1,0,1,2,0
2024-04-06,6,5,6,24,24,6,7,11,11,10
2024-04-07,7,9,5,24,24,4,5,8,9,7
2024-04-08,21,22,16,24,24,15,17,16,14,17
2024-04-09,8,6,8,24,24,8,8,10,9,5
2024-04-10,0,0,0,24,24,0,0,0,0,0
2024-04-11,6,6,2,24,24,4,5,7,7,6
2024-04-12,4,3,3,24,24,3,3,4,2,2
2024-04-13,0,0,0,24,24,0,0,0,0,0
2024-04-14,0,0,0,24,24,0,0,0,0,0
2024-04-15,3,5,0,24,24,0,0,3,8,5
2024-04-16,3,3,1,24,24,0,0,2,3,1
2024-04-17,0,0,0,24,24,0,0,0,0,0
2024-04-18,0,0,0,24,24,0,0,0,0,0
2024-04-19,0,0,0,24,24,0,0,0,0,0
2024-04-20,3,4,1,24,24,3,2,3,4,3
2024-04-21,7,6,6,24,24,6,8,6,8,5
2024-04-22,0,0,0,24,24,0,0,0,0,0
2024-04-23,0,0,0,24,24,0,0,0,0,0
2024-04-24,8,11,4,24,24,5,6,13,14,6
2024-04-25,24,24,22,24,24,21,22,23,24,24
2024-04-26,13,15,7,24,24,7,7,10,15,11
2024-04-27,19,18,20,24,24,17,19,18,18,19
2024-04-28,11,11,14,24,24,14,10,10,10,11
2024-04-29,5,5,7,24,24,6,5,9,11,4
2024-04-30,7,5,11,24,24,6,7,11,10,5
2024-05-01,4,4,15,24,24,0,1,4,5,0
2024-05-02,0,0,2,24,24,0,0,1,1,1
2024-05-03,9,9,7,24,24,8,8,11,10,10
2024-05-04,23,22,24,24,24,22,22,21,21,22
2024-05-05,9,11,11,24,24,14,11,10,11,13
2024-05-06,12,13,17,24,24,10,13,9,6,12
2024-05-07,2,1,6,24,24,0,3,2,2,3
2024-05-08,0,0,1,24,24,0,0,0,0,0
2024-05-09,0,0,1,24,24,0,0,0,0,0
2024-05-10,0,0,0,24,24,0,0,0,0,0
2024-05-11,0,0,0,24,24,0,0,0,0,0
2024-05-12,0,0,0,24,24,0,0,0,0,0
2024-05-13,1,2,0,24,24,0,0,2,2,1
2024-05-14,0,0,0,24,24,0,0,0,0,0
2024-05-15,0,0,0,24,24,0,0,0,0,0
2024-05-16,7,11,1,24,24,1,2,6,7,7
2024-05-17,0,0,0,24,24,0,0,1,1,1
2024-05-18,1,1,0,24,24,2,2,2,6,1
2024-05-19,0,0,4,24,24,3,0,0,0,0
2024-05-20,0,0,0,24,24,0,0,0,0,0
2024-05-21,17,18,15,24,24,15,16,17,17,17
2024-05-22,3,4,4,24,24,4,2,4,6,5
2024-05-23,0,0,0,24,24,0,0,0,0,0
2024-05-24,7,7,1,24,24,1,2,4,3,5
2024-05-25,0,1,0,24,24,0,0,8,8,0
2024-05-26,9,12,7,24,24,7,6,9,7,9
2024-05-27,0,1,0,24,24,0,1,0,0,0
2024-05-28,7,10,6,24,24,7,6,9,10,8
2024-05-29,5,5,3,24,24,3,2,6,6,5
2024-05-30,0,0,0,24,24,0,0,0,0,0
2024-05-31,0,0,0,24,24,0,0,0,0,0
2024-06-01,4,6,1,24,24,1,1,3,3,1
2024-06-02,20,22,15,24,24,18,17,24,23,21
2024-06-03,15,15,10,24,24,15,17,8,7,14
2024-06-04,13,13,5,0,24,13,13,15,15,8
2024-06-05,1,0,3,0,24,0,0,0,0,0
2024-06-06,0,0,1,0,24,0,0,0,0,0
2024-06-07,0,0,0,0,24,0,0,0,0,0
2024-06-08,0,0,1,0,24,0,0,0,0,0
2024-06-09,0,0,0,0,24,0,0,0,2,0
2024-06-10,0,0,1,0,24,0,0,0,0,0
2024-06-11,4,3,0,0,24,1,2,4,4,0
2024-06-12,0,0,0,0,24,0,0,0,0,0
2024-06-13,0,0,0,0,24,0,0,0,0,0
2024-06-14,6,7,0,0,21,3,2,2,1,0
2024-06-15,7,8,0,0,13,8,8,10,7,0
2024-06-16,2,2,0,0,3,3,2,4,3,0
2024-06-17,1,2,0,0,7,0,0,2,1,0
2024-06-18,0,0,0,0,0,0,0,0,0,0
2024-06-19,0,0,0,0,0,0,0,0,0,0
2024-06-20,0,0,0,0,0,0,0,0,0,0
2024-06-21,0,0,0,0,0,0,0,0,0,0
2024-06-22,1,6,0,0,0,0,0,0,0,0
2024-06-23,7,7,0,0,0,3,3,1,0,0
2024-06-24,0,0,0,0,0,0,0,0,0,0
2024-06-25,0,0,0,0,0,0,0,0,0,0
2024-06-26,10,0,7,0,4,6,8,6,0,0
2024-06-27,8,0,4,0,8,6,5,8,0,0
2024-06-28,0,0,0,0,0,0,0,0,0,0
2024-06-29,3,0,1,0,0,2,3,3,0,0
2024-06-30,5,0,0,0,4,0,2,2,0,0
2024-07-01,1,0,0,0,0,0,0,3,0,0
2024-07-02,0,0,0,0,0,0,0,2,0,0
2024-07-03,0,0,0,0,0,0,0,0,0,0
2024-07-04,0,0,0,0,0,0,0,0,0,0
2024-07-05,0,0,0,0,0,0,0,0,0,0
2024-07-06,0,0,0,0,0,0,0,0,0,0
2024-07-07,0,0,0,0,0,0,0,0,0,0
2024-07-08,0,0,0,0,0,0,0,0,0,0
2024-07-09,0,0,0,0,0,0,0,0,0,0
2024-07-10,0,0,0,0,0,0,0,0,0,0
2024-07-11,0,0,0,0,0,0,0,0,0,0
2024-07-12,0,0,0,0,0,0,0,0,0,0
2024-07-13,0,0,0,0,0,0,0,0,0,0
2024-07-14,0,0,0,0,0,0,0,0,0,0
2024-07-15,0,0,0,0,0,0,0,0,0,0
2024-07-16,0,0,0,0,0,0,0,0,0,0
2024-07-17,0,0,0,0,0,0,0,0,0,0
2024-07-18,0,0,0,0,0,0,0,0,0,0
2024-07-19,0,0,0,0,0,0,0,0,0,0
2024-07-20,0,0,0,0,0,0,0,0,0,0
2024-07-21,0,0,0,0,2,0,0,1,0,0
2024-07-22,0,0,0,0,0,0,0,0,0,0
2024-07-23,0,0,0,0,0,0,0,0,0,0
2024-07-24,0,0,0,0,0,0,0,0,0,0
2024-07-25,0,0,0,0,0,0,0,0,0,0
2024-07-26,0,0,0,0,0,0,0,0,0,0
2024-07-27,0,0,0,0,0,0,0,0,0,0
2024-07-28,0,0,0,0,0,0,0,0,0,0
2024-07-29,20,0,13,0,17,11,12,12,0,0
2024-07-30,12,0,0,0,6,3,2,1,0,0
2024-07-31,0,0,0,0,0,0,0,1,0,0
2024-08-01,0,0,0,0,0,0,0,0,0,0
2024-08-02,0,0,0,0,0,0,0,0,0,0
2024-08-03,0,0,0,0,0,0,0,0,0,0
2024-08-04,0,0,0,0,0,0,0,0,0,0
2024-08-05,0,0,0,0,0,0,0,0,0,0
2024-08-06,0,0,0,0,0,0,0,0,0,0
2024-08-07,0,0,0,0,0,0,0,0,0,0
2024-08-08,0,0,0,0,0,0,0,0,0,0
2024-08-09,0,0,0,0,0,0,0,0,0,0
2024-08-10,0,0,0,0,0,0,0,0,0,0
2024-08-11,0,0,0,0,0,0,0,0,0,0
2024-08-12,0,0,0,0,2,0,0,2,0,0
2024-08-13,0,0,0,0,3,0,0,0,0,0
2024-08-14,0,0,0,0,1,0,0,0,0,0
2024-08-15,0,0,0,0,0,0,0,0,0,0
2024-08-16,0,0,0,0,0,0,0,0,0,0
2024-08-17,0,0,0,0,4,0,0,0,0,0
2024-08-18,0,0,0,0,1,0,0,0,0,0
2024-08-19,0,0,0,0,1,0,0,0,0,0
2024-08-20,0,0,0,0,0,0,0,0,0,0
2024-08-21,0,0,0,0,0,0,0,0,0,0
2024-08-22,0,0,0,0,0,0,0,0,0,0
2024-08-23,0,0,0,0,0,0,0,0,0,0
2024-08-24,0,0,0,0,0,0,0,0,0,0
2024-08-25,0,0,0,0,0,0,0,0,0,0
2024-08-26,0,0,0,0,0,0,0,0,0,0
2024-08-27,0,0,0,0,0,0,0,0,0,0
2024-08-28,0,0,0,0,0,0,0,0,0,0
2024-08-29,0,0,0,0,0,0,0,0,0,0
2024-08-30,0,0,0,0,0,0,0,0,0,0
2024-08-31,0,0,0,0,0,0,0,0,0,0
2024-09-01,0,0,0,0,0,0,0,0,0,0
2024-09-02,0,0,0,0,0,0,0,0,0,0
2024-09-03,0,0,0,0,0,0,0,0,0,0
2024-09-04,0,0,0,0,0,0,0,0,0,0
2024-09-05,0,0,0,0,0,0,0,0,0,0
2024-09-06,0,0,0,0,0,0,0,0,0,0
2024-09-07,0,0,0,0,0,0,0,0,0,0
2024-09-08,0,0,0,0,0,0,0,0,0,0
2024-09-09,0,0,0,0,0,0,0,0,0,0
2024-09-10,0,0,0,0,0,0,0,0,0,0
2024-09-11,0,0,0,2,0,0,0,0,0,0
2024-09-12,0,0,0,8,0,0,0,0,0,0
2024-09-13,1,2,0,2,0,3,0,2,2,1
2024-09-14,4,4,0,4,0,5,0,4,5,4
2024-09-15,0,0,0,1,0,0,0,0,0,0
2024-09-16,0,0,0,0,0,0,0,0,0,0
2024-09-17,8,11,5,0,0,2,0,9,9,10
2024-09-18,0,2,0,0,0,3,0,0,0,1
2024-09-19,1,1,0,0,0,0,0,1,1,3
2024-09-20,0,0,0,0,0,0,0,0,0,0
2024-09-21,0,0,0,0,0,0,0,0,0,0
2024-09-22,0,0,0,0,0,0,0,0,0,0
2024-09-23,0,8,0,0,0,0,0,0,0,10
2024-09-24,1,0,0,0,0,1,0,0,0,0
2024-09-25,7,8,7,6,0,6,0,8,8,8
2024-09-26,6,6,5,1,0,7,0,4,5,7
2024-09-27,1,4,2,3,0,5,0,3,2,4
2024-09-28,0,0,0,0,0,0,0,0,0,0
2024-09-29,0,0,0,0,0,0,0,0,0,0
2024-09-30,0,0,0,0,0,0,0,0,0,0
